Date,Service,Admissions,Durée séjour (jours),Lits disponibles,Médecins,Infirmiers,Température (°C),Asthme (cas),Blessures (cas),Budget (euros),Stock Médicaments,Stock Consommables,Commandes Médicaments,Commandes Consommables,Capacité Max Médicaments,Capacité Max Consommables
2023-02-13,Pneumologie,22,4.15,0,9,25,8,4,0,32141,907,3746,0,2260,1300,5000
2023-02-14,Orthopédie,16,3.11,24,11,21,4,0,8,42316,962,3797,0,1136,1500,6000
2023-02-14,Pneumologie,18,4.95,0,11,25,8,3,0,37454,916,3656,0,2242,1300,5000
2023-02-15,Orthopédie,14,2.57,36,10,24,9,0,7,46525,964,3825,0,0,1500,6000
2023-02-15,Pneumologie,23,3.98,0,12,23,7,4,0,37960,874,3703,320,2102,1300,5000
2023-02-16,Orthopédie,14,3.28,25,12,23,8,0,10,41933,955,3827,0,0,1500,6000
2023-02-16,Pneumologie,21,4.79,0,9,21,5,3,0,36489,941,3569,0,1970,1300,5000
2023-02-17,Orthopédie,11,3.58,38,10,25,8,0,6,43524,958,3898,0,0,1500,6000
2023-02-17,Pneumologie,28,4.14,2,8,21,4,4,0,33438,929,3681,0,2077,1300,5000
2023-02-18,Orthopédie,21,3.87,0,9,25,7,0,8,46714,907,3794,0,1556,1500,6000
2023-02-18,Pneumologie,22,4.56,3,11,23,7,4,0,32927,872,3708,212,1119,1300,5000
2023-02-19,Orthopédie,19,2.47,26,9,23,5,0,2,41161,970,3772,0,2022,1500,6000
2023-02-19,Pneumologie,21,3.93,0,10,23,9,3,0,31431,885,3733,249,2144,1300,5000
2023-02-20,Orthopédie,14,3.03,35,11,25,5,0,9,46171,960,3864,0,0,1500,6000
2023-02-20,Pneumologie,20,3.74,0,10,23,9,3,0,36062,903,3660,0,1354,1300,5000
2023-02-21,Orthopédie,19,2.25,33,9,24,5,0,8,46540,938,3801,0,0,1500,6000
2023-02-21,Pneumologie,22,4.49,0,8,23,6,3,0,33262,883,3749,393,2333,1300,5000
2023-02-22,Orthopédie,11,2.73,41,11,23,8,0,12,42944,960,3913,0,0,1500,6000
2023-02-22,Pneumologie,24,3.67,0,8,21,4,4,0,35722,870,3720,250,1467,1300,5000
2023-02-23,Orthopédie,15,2.34,35,11,23,6,0,8,44036,951,3912,0,0,1500,6000
2023-02-23,Pneumologie,26,4.03,3,11,25,6,4,0,34680,896,3749,301,2454,1300,5000
2023-02-24,Orthopédie,19,3.71,8,12,25,9,0,3,41310,904,3707,0,1214,1500,6000
2023-02-24,Pneumologie,23,4.24,0,12,25,9,4,0,32458,867,3766,380,2427,1300,5000
2023-02-25,Orthopédie,15,3.72,21,8,23,7,0,8,48439,934,3888,0,0,1500,6000
2023-02-25,Pneumologie,21,3.52,0,10,22,6,3,0,36070,925,3637,0,2240,1300,5000
2023-02-26,Orthopédie,17,2.2,36,8,24,5,0,13,42511,965,3849,0,0,1500,6000
2023-02-26,Pneumologie,14,3.94,11,10,25,9,2,0,37152,928,3790,0,1322,1300,5000
2023-02-27,Orthopédie,15,2.38,39,10,23,9,0,8,41901,954,3896,0,0,1500,6000
2023-02-27,Pneumologie,24,3.58,0,11,21,6,3,0,33020,940,3788,0,1100,1300,5000
2023-02-28,Orthopédie,9,2.1,61,9,23,6,0,5,44525,988,3954,0,0,1500,6000
2023-02-28,Pneumologie,16,3.36,19,8,21,8,3,0,35817,941,3856,0,0,1300,5000
2023-03-01,Orthopédie,12,2.91,45,10,24,11,0,12,46101,967,3876,0,0,1500,6000
2023-03-01,Pneumologie,20,4.93,0,11,22,7,3,0,35643,898,3736,259,1438,1300,5000
2023-03-02,Orthopédie,12,2.15,46,8,23,7,0,13,47197,971,3908,0,0,1500,6000
2023-03-02,Pneumologie,17,4.46,0,9,21,11,2,0,31657,933,3636,0,1027,1300,5000
2023-03-03,Orthopédie,13,3.56,23,9,22,11,0,10,41725,939,3850,0,0,1500,6000
2023-03-03,Pneumologie,18,4.8,0,11,24,12,3,0,32952,920,3776,0,2161,1300,5000
2023-03-04,Orthopédie,13,3.75,22,11,23,11,0,14,44328,957,3891,0,0,1500,6000
2023-03-04,Pneumologie,17,4.03,0,10,23,7,2,0,37460,930,3797,0,2188,1300,5000
2023-03-05,Orthopédie,15,2.4,37,11,23,8,0,8,43739,980,3879,0,0,1500,6000
2023-03-05,Pneumologie,22,3.16,3,8,24,10,3,0,33875,952,3749,0,1652,1300,5000
2023-03-06,Orthopédie,17,2.82,28,11,25,12,0,4,47279,942,3817,0,0,1500,6000
2023-03-06,Pneumologie,22,4.45,2,9,23,12,3,0,37432,924,3585,0,1886,1300,5000
2023-03-07,Orthopédie,19,2.87,25,10,25,9,0,10,41617,972,3733,0,1051,1500,6000
2023-03-07,Pneumologie,21,4.71,1,9,22,7,3,0,38541,941,3660,0,1493,1300,5000
2023-03-08,Orthopédie,17,2.35,31,9,24,7,0,10,42441,949,3895,0,0,1500,6000
2023-03-08,Pneumologie,14,4.1,10,10,21,11,2,0,36337,930,3740,0,1982,1300,5000
2023-03-09,Orthopédie,16,3.09,30,10,24,11,0,12,45900,951,3898,0,0,1500,6000
2023-03-09,Pneumologie,16,3.96,1,11,21,7,3,0,35043,948,3816,0,0,1300,5000
2023-03-10,Orthopédie,22,3.79,0,11,23,10,0,7,42971,952,3809,0,0,1500,6000
2023-03-10,Pneumologie,15,4.72,2,11,25,11,2,0,34658,951,3801,0,0,1300,5000
2023-03-11,Orthopédie,13,2.06,51,9,23,8,0,15,45393,978,3892,0,0,1500,6000
2023-03-11,Pneumologie,21,3.72,4,10,24,10,3,0,34129,905,3611,0,1438,1300,5000
2023-03-12,Orthopédie,13,3.23,31,11,24,9,0,12,46155,945,3837,0,0,1500,6000
2023-03-12,Pneumologie,18,4.22,5,11,21,8,3,0,31595,909,3767,0,2253,1300,5000
2023-03-13,Orthopédie,17,3.93,6,10,24,9,0,5,41239,925,3813,0,0,1500,6000
2023-03-13,Pneumologie,25,4.62,0,8,21,9,3,0,32909,914,3608,0,1995,1300,5000
2023-03-14,Orthopédie,17,2.27,33,9,25,10,0,7,43659,943,3918,0,0,1500,6000
2023-03-14,Pneumologie,13,3.94,21,12,24,10,2,0,37087,925,3834,0,0,1300,5000
2023-03-15,Orthopédie,15,3.52,24,12,23,8,0,12,42047,942,3872,0,0,1500,6000
2023-03-15,Pneumologie,22,4.31,0,12,22,8,3,0,34280,916,3572,0,1829,1300,5000
2023-03-16,Orthopédie,15,3.42,21,11,23,10,0,16,48986,928,3892,0,0,1500,6000
2023-03-16,Pneumologie,18,3.78,6,9,23,11,2,0,34323,964,3777,0,1037,1300,5000
2023-03-17,Orthopédie,17,2.77,27,12,25,10,0,8,41711,975,3864,0,0,1500,6000
2023-03-17,Pneumologie,24,4.61,2,11,25,12,3,0,35088,869,3748,396,1713,1300,5000
2023-03-18,Orthopédie,17,3.51,17,9,25,7,0,7,47923,965,3835,0,0,1500,6000
2023-03-18,Pneumologie,25,4.53,1,11,25,10,4,0,33051,919,3677,0,1666,1300,5000
2023-03-19,Orthopédie,12,3.47,37,8,25,11,0,15,46829,977,3912,0,0,1500,6000
2023-03-19,Pneumologie,26,3.45,0,10,25,11,5,0,32569,944,3632,0,1031,1300,5000
2023-03-20,Orthopédie,16,3.43,20,9,21,8,0,11,47702,965,3763,0,1439,1500,6000
2023-03-20,Pneumologie,19,3.49,0,8,23,7,3,0,35972,935,3821,0,0,1300,5000
2023-03-21,Orthopédie,20,2.94,18,8,21,8,0,15,44421,934,3798,0,1018,1500,6000
2023-03-21,Pneumologie,26,4.46,0,9,25,11,4,0,38700,873,3747,264,1971,1300,5000
2023-03-22,Orthopédie,20,2.21,35,12,24,11,0,8,42307,950,3807,0,0,1500,6000
2023-03-22,Pneumologie,20,4.7,5,12,21,12,3,0,31301,931,3766,0,2226,1300,5000
2023-03-23,Orthopédie,18,3.55,15,12,25,9,0,17,48923,908,3795,0,1572,1500,6000
2023-03-23,Pneumologie,20,4.7,5,11,25,8,3,0,38294,892,3795,372,1130,1300,5000
2023-03-24,Orthopédie,17,2.12,42,12,25,12,0,18,46746,970,3848,0,0,1500,6000
2023-03-24,Pneumologie,26,3.66,4,8,25,10,4,0,32791,949,3734,0,2024,1300,5000
2023-03-25,Orthopédie,21,2.32,26,12,21,11,0,16,46112,930,3899,0,0,1500,6000
2023-03-25,Pneumologie,17,4.88,3,12,22,12,2,0,31541,938,3798,0,1582,1300,5000
2023-03-26,Orthopédie,22,2.17,26,12,23,11,0,18,42591,944,3890,0,0,1500,6000
2023-03-26,Pneumologie,21,3.83,0,8,23,11,3,0,31224,940,3616,0,1058,1300,5000
2023-03-27,Orthopédie,24,3.0,6,9,22,8,0,16,44355,963,3644,0,1616,1500,6000
2023-03-27,Pneumologie,28,3.16,0,8,21,8,4,0,31012,894,3758,459,1337,1300,5000
2023-03-28,Orthopédie,20,3.1,9,11,25,10,0,9,42919,933,3705,0,2171,1500,6000
2023-03-28,Pneumologie,26,3.91,1,11,25,12,4,0,31341,912,3695,0,2484,1300,5000
2023-03-29,Orthopédie,20,2.92,20,11,23,9,0,15,43543,917,3868,0,0,1500,6000
2023-03-29,Pneumologie,30,3.83,2,9,22,11,5,0,35517,892,3469,311,1187,1300,5000
2023-03-30,Orthopédie,18,2.15,34,8,25,11,0,17,41158,968,3856,0,0,1500,6000
2023-03-30,Pneumologie,28,3.96,0,11,22,8,4,0,35900,897,3537,309,1441,1300,5000
2023-03-31,Orthopédie,20,2.08,30,8,25,10,0,18,45762,953,3814,0,0,1500,6000
2023-03-31,Pneumologie,23,4.54,4,11,22,8,4,0,31917,852,3690,429,2172,1300,5000
2023-04-01,Orthopédie,19,2.62,20,12,24,17,0,16,47592,963,3779,0,1873,1500,6000
2023-04-01,Pneumologie,23,3.73,3,10,24,16,4,0,38744,874,3619,218,1206,1300,5000
2023-04-02,Orthopédie,15,3.31,22,11,21,17,0,15,46213,938,3849,0,0,1500,6000
2023-04-02,Pneumologie,24,3.54,5,9,22,17,3,0,36335,898,3732,371,1853,1300,5000
2023-04-03,Orthopédie,22,2.97,10,12,24,17,0,16,48129,939,3735,0,2401,1500,6000
2023-04-03,Pneumologie,26,3.42,0,8,22,16,4,0,36815,921,3670,0,1946,1300,5000
2023-04-04,Orthopédie,18,2.54,31,10,24,17,0,11,41331,933,3900,0,0,1500,6000
2023-04-04,Pneumologie,22,4.0,0,12,23,12,4,0,35385,881,3570,355,1320,1300,5000
2023-04-05,Orthopédie,19,3.05,22,11,22,14,0,16,44831,932,3877,0,0,1500,6000
2023-04-05,Pneumologie,29,3.49,0,9,21,15,5,0,32101,903,3556,0,1824,1300,5000
2023-04-06,Orthopédie,16,3.96,6,12,22,15,0,15,46953,924,3801,0,0,1500,6000
2023-04-06,Pneumologie,27,3.58,0,11,22,13,4,0,33439,906,3730,0,2106,1300,5000
2023-04-07,Orthopédie,22,2.09,25,9,23,12,0,17,43558,947,3891,0,0,1500,6000
2023-04-07,Pneumologie,21,4.09,4,10,21,14,3,0,34291,885,3810,250,0,1300,5000
2023-04-08,Orthopédie,12,3.47,37,9,23,16,0,21,43782,973,3831,0,0,1500,6000
2023-04-08,Pneumologie,33,3.83,0,11,25,13,5,0,31355,905,3457,0,1409,1300,5000
2023-04-09,Orthopédie,19,3.26,8,12,22,17,0,15,47523,934,3867,0,0,1500,6000
2023-04-09,Pneumologie,25,4.93,4,11,23,12,4,0,31525,846,3719,284,2136,1300,5000
2023-04-10,Orthopédie,27,2.93,2,12,25,14,0,22,42808,907,3714,0,1738,1500,6000
2023-04-10,Pneumologie,27,3.83,5,12,22,15,4,0,33686,888,3609,417,2393,1300,5000
2023-04-11,Orthopédie,16,3.59,17,9,24,14,0,12,43320,947,3874,0,0,1500,6000
2023-04-11,Pneumologie,23,4.41,3,10,22,16,3,0,34751,885,3638,246,1490,1300,5000
2023-04-12,Orthopédie,25,2.08,19,10,25,13,0,12,44417,969,3751,0,1528,1500,6000
2023-04-12,Pneumologie,32,4.72,1,11,22,14,6,0,32702,898,3276,298,1531,1300,5000
2023-04-13,Orthopédie,19,3.49,13,12,22,14,0,23,48005,902,3844,0,0,1500,6000
2023-04-13,Pneumologie,29,4.47,0,12,21,13,5,0,36312,904,3604,0,1507,1300,5000
2023-04-14,Orthopédie,18,3.68,13,11,24,17,0,16,48598,960,3718,0,1030,1500,6000
2023-04-14,Pneumologie,29,3.65,4,12,22,14,4,0,37418,924,3553,0,2433,1300,5000
2023-04-15,Orthopédie,26,3.17,0,11,23,13,0,20,44218,954,3744,0,1054,1500,6000
2023-04-15,Pneumologie,31,3.2,4,10,22,15,5,0,36751,945,3536,0,1838,1300,5000
2023-04-16,Orthopédie,19,2.79,19,8,21,15,0,24,45678,972,3868,0,0,1500,6000
2023-04-16,Pneumologie,29,3.2,5,8,21,16,4,0,35812,863,3712,421,1906,1300,5000
2023-04-17,Orthopédie,24,2.21,21,10,23,17,0,18,46260,944,3884,0,0,1500,6000
2023-04-17,Pneumologie,32,4.49,0,11,23,17,5,0,36013,796,3457,296,2428,1300,5000
2023-04-18,Orthopédie,24,2.37,23,12,24,12,0,21,47612,950,3782,0,1918,1500,6000
2023-04-18,Pneumologie,32,3.54,0,12,25,16,4,0,34356,936,3471,0,2020,1300,5000
2023-04-19,Orthopédie,17,3.81,5,12,22,16,0,18,48930,916,3825,0,0,1500,6000
2023-04-19,Pneumologie,25,3.31,5,10,23,12,3,0,35790,947,3651,0,2366,1300,5000
2023-04-20,Orthopédie,22,2.93,12,9,22,15,0,17,48950,931,3755,0,1856,1500,6000
2023-04-20,Pneumologie,32,4.91,0,12,23,16,5,0,34409,905,3437,0,1029,1300,5000
2023-04-21,Orthopédie,22,3.94,5,8,25,17,0,21,43073,915,3645,0,1668,1500,6000
2023-04-21,Pneumologie,32,3.31,0,9,22,17,6,0,34806,888,3714,452,1859,1300,5000
2023-04-22,Orthopédie,23,2.27,21,10,22,14,0,17,43069,968,3877,0,0,1500,6000
2023-04-22,Pneumologie,38,3.32,2,8,23,15,7,0,31369,817,3505,244,1954,1300,5000
2023-04-23,Orthopédie,25,3.8,2,8,24,17,0,23,42171,880,3644,341,1156,1500,6000
2023-04-23,Pneumologie,28,3.54,0,11,25,13,4,0,35757,896,3669,279,1341,1300,5000
2023-04-24,Orthopédie,24,2.79,4,12,23,14,0,24,41705,956,3756,0,1845,1500,6000
2023-04-24,Pneumologie,30,4.73,0,11,21,12,5,0,33252,837,3483,362,2384,1300,5000
2023-04-25,Orthopédie,23,3.09,1,9,24,15,0,23,44213,934,3839,0,0,1500,6000
2023-04-25,Pneumologie,24,3.09,0,10,21,17,4,0,35365,913,3687,0,1190,1300,5000
2023-04-26,Orthopédie,17,3.89,5,10,25,15,0,23,42137,943,3782,0,1066,1500,6000
2023-04-26,Pneumologie,39,3.88,0,10,24,17,7,0,32680,873,3270,407,2407,1300,5000
2023-04-27,Orthopédie,27,2.3,8,10,23,13,0,25,41518,953,3707,0,2410,1500,6000
2023-04-27,Pneumologie,28,4.1,0,8,25,17,5,0,34918,896,3649,468,2499,1300,5000
2023-04-28,Orthopédie,24,3.62,0,11,24,14,0,23,48592,879,3811,406,0,1500,6000
2023-04-28,Pneumologie,27,3.93,2,10,23,14,4,0,38639,929,3606,0,1547,1300,5000
2023-04-29,Orthopédie,19,3.34,13,9,22,15,0,18,41742,964,3801,0,0,1500,6000
2023-04-29,Pneumologie,30,3.14,2,9,25,16,5,0,31188,937,3546,0,1262,1300,5000
2023-04-30,Orthopédie,27,2.37,16,9,22,15,0,23,48183,917,3726,0,1491,1500,6000
2023-04-30,Pneumologie,28,4.94,0,9,23,15,4,0,36003,919,3530,0,1432,1300,5000
2023-05-01,Orthopédie,25,2.38,14,9,25,20,0,20,41096,928,3732,0,1771,1500,6000
2023-05-01,Pneumologie,27,3.85,0,9,25,15,5,0,36491,935,3531,0,1156,1300,5000
2023-05-02,Orthopédie,26,2.21,17,12,22,20,0,20,44822,956,3796,0,1020,1500,6000
2023-05-02,Pneumologie,29,4.75,3,8,22,15,5,0,38135,895,3408,494,2178,1300,5000
2023-05-03,Orthopédie,25,3.47,0,12,25,15,0,20,47043,874,3752,346,1234,1500,6000
2023-05-03,Pneumologie,34,3.55,0,9,23,20,5,0,33170,828,3540,252,1927,1300,5000
2023-05-04,Orthopédie,31,3.06,5,11,22,15,0,21,43932,949,3539,0,1625,1500,6000
2023-05-04,Pneumologie,30,4.52,3,11,25,20,5,0,37138,899,3573,413,1275,1300,5000
2023-05-05,Orthopédie,24,2.91,3,11,21,19,0,20,42104,904,3652,0,1535,1500,6000
2023-05-05,Pneumologie,37,3.9,0,12,23,16,6,0,33678,874,3636,223,2185,1300,5000
2023-05-06,Orthopédie,26,3.42,3,12,24,19,0,30,44941,956,3604,0,2271,1500,6000
2023-05-06,Pneumologie,29,3.82,4,10,22,16,4,0,31456,853,3765,401,1125,1300,5000
2023-05-07,Orthopédie,31,3.0,0,10,25,15,0,24,48293,939,3712,0,1023,1500,6000
2023-05-07,Pneumologie,38,4.68,0,11,25,20,6,0,38749,780,3511,464,2057,1300,5000
2023-05-08,Orthopédie,23,2.23,27,12,24,18,0,27,46076,939,3794,0,2178,1500,6000
2023-05-08,Pneumologie,36,4.04,0,10,22,20,6,0,34018,926,3693,0,1732,1300,5000
2023-05-09,Orthopédie,28,3.65,4,12,21,20,0,21,43011,878,3512,248,1862,1500,6000
2023-05-09,Pneumologie,31,3.59,1,8,21,15,5,0,38518,937,3583,0,2310,1300,5000
2023-05-10,Orthopédie,27,3.24,4,11,25,18,0,30,43805,875,3625,262,1238,1500,6000
2023-05-10,Pneumologie,28,4.04,0,12,21,17,5,0,38689,919,3626,0,1428,1300,5000
2023-05-11,Orthopédie,27,3.19,1,12,23,20,0,25,45447,936,3730,0,1035,1500,6000
2023-05-11,Pneumologie,31,3.3,0,9,25,17,4,0,33343,886,3666,404,1760,1300,5000
2023-05-12,Orthopédie,32,3.91,1,9,25,16,0,26,43594,880,3622,224,2114,1500,6000
2023-05-12,Pneumologie,27,3.88,2,9,25,19,4,0,38404,930,3619,0,2005,1300,5000
2023-05-13,Orthopédie,26,3.95,0,12,25,17,0,22,44097,873,3495,449,1646,1500,6000
2023-05-13,Pneumologie,32,4.75,4,9,22,18,5,0,33539,874,3410,236,1844,1300,5000
2023-05-14,Orthopédie,31,3.04,0,8,23,19,0,27,46609,874,3699,410,1515,1500,6000
2023-05-14,Pneumologie,32,3.69,3,10,21,15,5,0,35385,881,3436,462,1328,1300,5000
2023-05-15,Orthopédie,34,3.48,1,8,23,15,0,25,45663,886,3482,239,1281,1500,6000
2023-05-15,Pneumologie,24,3.1,0,12,24,15,4,0,35346,933,3842,0,0,1300,5000
2023-05-16,Orthopédie,31,2.6,2,8,21,18,0,27,41946,928,3689,0,1523,1500,6000
2023-05-16,Pneumologie,37,3.27,2,10,24,15,5,0,36494,842,3635,211,1472,1300,5000
2023-05-17,Orthopédie,24,3.18,0,9,23,18,0,25,45942,945,3671,0,1963,1500,6000
2023-05-17,Pneumologie,29,3.31,1,9,23,15,4,0,33447,873,3571,335,1295,1300,5000
2023-05-18,Orthopédie,22,2.22,29,11,21,17,0,25,43367,932,3888,0,0,1500,6000
2023-05-18,Pneumologie,35,4.82,0,10,24,15,5,0,32060,841,3246,412,1112,1300,5000
2023-05-19,Orthopédie,24,3.05,0,12,23,17,0,26,44808,931,3725,0,1823,1500,6000
2023-05-19,Pneumologie,22,4.04,0,8,21,15,4,0,32015,933,3592,0,2086,1300,5000
2023-05-20,Orthopédie,25,2.16,20,8,21,17,0,34,41610,940,3738,0,1732,1500,6000
2023-05-20,Pneumologie,27,4.97,4,9,23,20,4,0,32694,929,3688,0,1819,1300,5000
2023-05-21,Orthopédie,33,2.63,0,8,24,20,0,31,43534,881,3648,397,1307,1500,6000
2023-05-21,Pneumologie,30,4.89,0,9,23,15,4,0,37071,799,3427,302,1309,1300,5000
2023-05-22,Orthopédie,26,2.33,15,8,22,18,0,25,42125,960,3797,0,2083,1500,6000
2023-05-22,Pneumologie,34,3.49,5,12,22,19,6,0,38397,870,3469,209,2405,1300,5000
2023-05-23,Orthopédie,24,3.14,0,12,24,16,0,24,45129,935,3796,0,1699,1500,6000
2023-05-23,Pneumologie,29,4.65,0,12,21,20,4,0,36109,932,3382,0,1361,1300,5000
2023-05-24,Orthopédie,30,3.45,0,8,24,19,0,30,41633,948,3704,0,1865,1500,6000
2023-05-24,Pneumologie,23,4.41,0,10,21,20,3,0,37298,901,3597,0,1281,1300,5000
2023-05-25,Orthopédie,25,3.73,0,10,25,18,0,33,48699,940,3592,0,1432,1500,6000
2023-05-25,Pneumologie,26,4.24,0,11,24,16,4,0,38354,852,3472,448,1570,1300,5000
2023-05-26,Orthopédie,31,2.83,1,8,25,19,0,26,42653,905,3675,0,1079,1500,6000
2023-05-26,Pneumologie,21,4.4,0,12,22,20,3,0,37186,951,3550,0,2043,1300,5000
2023-05-27,Orthopédie,29,3.93,0,12,23,15,0,35,45884,940,3599,0,1524,1500,6000
2023-05-27,Pneumologie,32,4.03,0,11,24,18,5,0,31195,827,3532,401,2304,1300,5000
2023-05-28,Orthopédie,30,3.49,0,9,24,18,0,27,44864,864,3524,355,2063,1500,6000
2023-05-28,Pneumologie,24,3.83,0,9,24,20,4,0,37958,864,3795,220,2309,1300,5000
2023-05-29,Orthopédie,27,2.08,17,12,24,18,0,34,48389,939,3763,0,1659,1500,6000
2023-05-29,Pneumologie,23,4.99,0,10,21,19,4,0,35752,830,3607,478,2019,1300,5000
2023-05-30,Orthopédie,23,2.22,19,11,21,15,0,34,45279,924,3843,0,0,1500,6000
2023-05-30,Pneumologie,27,4.48,3,12,22,20,5,0,33443,925,3489,0,2124,1300,5000
2023-05-31,Orthopédie,33,3.39,5,11,23,20,0,27,46204,906,3530,0,1990,1500,6000
2023-05-31,Pneumologie,20,4.37,0,11,22,16,3,0,31503,944,3713,0,1574,1300,5000
2023-06-01,Orthopédie,27,2.11,20,8,25,24,0,31,44315,971,3812,0,0,1500,6000
2023-06-01,Pneumologie,28,4.11,0,12,21,21,4,0,34886,851,3656,379,1866,1300,5000
2023-06-02,Orthopédie,36,3.58,4,9,23,23,0,34,48722,820,3501,237,1711,1500,6000
2023-06-02,Pneumologie,27,4.72,5,11,22,19,5,0,31694,838,3562,226,2245,1300,5000
2023-06-03,Orthopédie,31,3.08,3,9,26,24,0,32,45426,902,3547,0,1730,1500,6000
2023-06-03,Pneumologie,20,3.38,4,9,22,20,3,0,33115,923,3773,0,1564,1300,5000
2023-06-04,Orthopédie,27,3.38,2,13,23,19,0,27,46991,903,3788,0,2145,1500,6000
2023-06-04,Pneumologie,19,4.86,0,12,23,20,3,0,33219,876,3546,351,1242,1300,5000
2023-06-05,Orthopédie,33,2.23,0,11,22,19,0,37,41346,946,3747,0,1948,1500,6000
2023-06-05,Pneumologie,19,3.66,0,13,23,23,3,0,37976,951,3686,0,1033,1300,5000
2023-06-06,Orthopédie,26,2.35,8,12,26,24,0,27,46375,923,3805,0,0,1500,6000
2023-06-06,Pneumologie,17,3.6,5,12,24,24,2,0,32929,944,3813,0,0,1300,5000
2023-06-07,Orthopédie,26,3.47,0,12,26,23,0,32,42593,924,3583,0,2125,1500,6000
2023-06-07,Pneumologie,18,3.43,9,10,24,20,3,0,31355,957,3805,0,0,1300,5000
2023-06-08,Orthopédie,32,2.28,0,10,26,20,0,30,44110,932,3794,0,2208,1500,6000
2023-06-08,Pneumologie,20,3.47,2,13,23,20,3,0,34422,932,3800,0,0,1300,5000
2023-06-09,Orthopédie,32,2.52,5,9,22,24,0,35,44635,959,3691,0,1029,1500,6000
2023-06-09,Pneumologie,21,3.74,2,13,24,19,4,0,34749,941,3644,0,1760,1300,5000
2023-06-10,Orthopédie,31,2.69,5,11,25,19,0,29,44891,934,3611,0,1539,1500,6000
2023-06-10,Pneumologie,17,4.4,2,11,26,23,2,0,37624,921,3694,0,2343,1300,5000
2023-06-11,Orthopédie,28,2.72,3,12,22,20,0,35,43568,928,3820,0,0,1500,6000
2023-06-11,Pneumologie,23,3.6,0,13,26,22,3,0,36858,912,3833,0,0,1300,5000
2023-06-12,Orthopédie,32,2.14,4,9,22,23,0,37,41457,937,3728,0,1849,1500,6000
2023-06-12,Pneumologie,24,3.79,0,13,22,20,4,0,32852,954,3654,0,1623,1300,5000
2023-06-13,Orthopédie,36,2.2,5,11,26,21,0,35,45821,960,3841,0,0,1500,6000
2023-06-13,Pneumologie,21,4.31,0,9,25,24,3,0,38236,918,3682,0,1582,1300,5000
2023-06-14,Orthopédie,36,3.64,0,10,26,19,0,32,41032,822,3358,265,1972,1500,6000
2023-06-14,Pneumologie,22,3.58,2,13,23,23,3,0,31212,947,3671,0,1357,1300,5000
2023-06-15,Orthopédie,31,2.58,3,11,22,23,0,33,41645,928,3704,0,2279,1500,6000
2023-06-15,Pneumologie,25,4.26,1,9,26,23,4,0,35910,894,3783,464,1417,1300,5000
2023-06-16,Orthopédie,30,3.92,1,13,25,19,0,31,42091,866,3458,336,2377,1500,6000
2023-06-16,Pneumologie,22,4.39,3,13,26,21,3,0,34049,856,3796,228,1368,1300,5000
2023-06-17,Orthopédie,33,3.26,0,12,25,24,0,33,41124,860,3470,350,1361,1500,6000
2023-06-17,Pneumologie,22,4.42,0,12,25,24,3,0,34816,879,3539,259,1882,1300,5000
2023-06-18,Orthopédie,32,3.58,0,13,25,24,0,34,48760,848,3516,378,1444,1500,6000
2023-06-18,Pneumologie,14,3.07,23,13,24,20,2,0,36852,958,3856,0,0,1300,5000
2023-06-19,Orthopédie,34,3.0,5,11,22,22,0,31,43387,894,3636,363,1929,1500,6000
2023-06-19,Pneumologie,15,4.22,3,9,22,19,2,0,38552,916,3728,0,1905,1300,5000
2023-06-20,Orthopédie,35,2.33,0,10,23,20,0,32,48868,950,3799,0,1770,1500,6000
2023-06-20,Pneumologie,13,4.34,8,11,26,20,2,0,34284,929,3861,0,0,1300,5000
2023-06-21,Orthopédie,31,3.68,2,11,24,20,0,33,48997,929,3466,0,1678,1500,6000
2023-06-21,Pneumologie,11,4.83,20,13,23,21,1,0,35753,949,3836,0,0,1300,5000
2023-06-22,Orthopédie,36,3.08,0,11,23,23,0,30,46318,860,3778,364,1941,1500,6000
2023-06-22,Pneumologie,13,4.1,14,13,22,19,1,0,38532,960,3877,0,0,1300,5000
2023-06-23,Orthopédie,29,3.72,1,13,26,24,0,35,46152,864,3602,375,1867,1500,6000
2023-06-23,Pneumologie,19,4.89,4,9,24,23,3,0,31110,900,3719,0,1022,1300,5000
2023-06-24,Orthopédie,36,3.48,2,11,25,19,0,39,46614,886,3412,299,1038,1500,6000
2023-06-24,Pneumologie,10,4.66,21,9,25,19,1,0,34785,936,3832,0,0,1300,5000
2023-06-25,Orthopédie,35,3.13,0,10,25,20,0,36,48501,878,3562,418,2234,1500,6000
2023-06-25,Pneumologie,12,4.67,15,12,25,19,1,0,33718,949,3762,0,1089,1300,5000
2023-06-26,Orthopédie,34,3.83,3,9,25,24,0,30,47693,814,3571,380,1189,1500,6000
2023-06-26,Pneumologie,10,3.93,35,9,22,24,1,0,35595,963,3909,0,0,1300,5000
2023-06-27,Orthopédie,35,3.22,0,12,25,20,0,32,41168,889,3586,477,1948,1500,6000
2023-06-27,Pneumologie,16,4.78,2,11,26,23,2,0,35378,886,3695,461,1036,1300,5000
2023-06-28,Orthopédie,39,2.33,0,12,23,23,0,39,48609,922,3794,0,2329,1500,6000
2023-06-28,Pneumologie,18,4.38,0,13,25,24,3,0,36252,897,3693,323,1437,1300,5000
2023-06-29,Orthopédie,28,3.96,5,11,24,19,0,38,48279,842,3721,390,1233,1500,6000
2023-06-29,Pneumologie,21,3.86,3,11,26,20,3,0,31439,947,3825,0,0,1300,5000
